0.381129579	0.347648412
0.593348212	0.551349669
0.808424753	0.386003767
0.163403089	0.332074897
0.517586488	0.033918064
0.016745525	0.648323953
0.705064596	0.637682018
0.057188464	0.98168368
0.87952831	0.046409788
0.488710405	0.828120263
0.669758891	0.352938643
0.923370962	0.386260858
0.806926644	0.422714666
0.031194607	0.549786755
0.711287294	0.248608977
0.143559982	0.161289692
0.115609631	0.003776822
0.389352757	0.034737889
0.283471991	0.363968121
0.211435672	0.908231595
0.125080238	0.175919899
0.803037258	0.173623869
0.264646685	0.239152482
0.846853319	0.753146404
0.459032546	0.870659435
0.651929056	0.473908795
0.442769321	0.3797809
0.201911117	0.841935282
0.826545889	0.199034052
0.469795647	0.852526139
0.183436527	0.949509413
0.14894248	0.51203672
0.019199234	0.910717704
0.22741939	0.248433773
0.273359414	0.076796303
0.969005685	0.509782629
0.852249142	0.381748379
0.801335012	0.141110368
0.249247429	0.339556262
0.089553988	0.268824144
0.758941047	0.094592191
0.506086214	0.513511477
0.944919309	0.435659977
0.481456347	0.558512046
0.627892759	0.551549159
0.754951361	0.503684573
0.221323153	0.622859435
0.074902411	0.584637891
0.901740562	0.503158189
0.255620273	0.410677204
0.968455162	0.483551731
0.913566328	0.697628361
0.39698647	0.243600769
0.358016759	0.751157778
0.8165961	0.34386589
0.715217878	0.94599323
0.892995898	0.265056877
0.812656286	0.33486622
0.037525383	0.922386549
0.576353796	0.095854956
0.106535117	0.716813883
0.17053244	0.839028943
0.329205999	0.799059467
0.628880178	0.856933693
0.610345432	0.747596334
0.154020086	0.09976309
0.629040501	0.745322842
0.774666214	0.599612339
0.129875088	0.100994605
0.290087405	0.423192603
0.318243023	0.683464166
0.586324487	0.464787069
0.612429072	0.469361763
0.202022033	0.93739448
0.007769459	0.700659885
0.627082227	0.637660437
0.780289173	0.806733986
0.833610664	0.214982431
0.509358903	0.784105203
0.560378895	0.890703701
0.124552349	0.583679976
0.425249496	0.184062322
0.83988745	0.273523768
0.361021159	0.379352343
0.414118819	0.36468489
0.944223929	0.158792866
0.278791476	0.718846787
0.982574659	0.118391743
0.760673956	0.581163361
0.299439969	0.411601627
0.405652934	0.472195352
0.283568078	0.595788989
0.035049999	0.560468937
0.686683443	0.45590123
0.9235372	0.944883253
0.611905285	0.034949477
0.765878012	0.059834802
0.856792699	0.07910349
0.742907607	0.747262517
0.988838093	0.49840455
0.22030513	0.2845279
0.275078951	0.206072986
0.750925763	0.778390039
0.10998387	0.192622085
0.056964132	0.892247653
0.313478671	0.030483459
0.214335669	0.62182382
0.441476521	0.997990321
0.143190436	0.120879695
0.288614901	0.485967318
0.545080342	0.536577992
0.24214097	0.71765572
0.820982054	0.928280718
0.731368665	0.736354789
0.247164671	0.589419803
0.379465236	0.571679286
0.2275191	0.973679923
0.963471853	0.18021873
0.331615084	0.480672173
0.557823499	0.514319638
0.288607927	0.470289895
0.313101717	0.159750362
0.709945005	0.521459571
0.494122674	0.121727295
0.833981073	0.751952717
0.741552085	0.858645298
0.547419019	0.700671187
0.786438018	0.103757763
0.729876432	0.869124661
0.896205379	0.321068559
0.063331826	0.902783134
0.621006531	0.046961376
0.727395818	0.448538897
0.712582231	0.367837146
0.128197692	0.226375809
0.773026067	0.469272567
0.979014453	0.613471864
0.382282875	0.468677664
0.511573594	0.314010282
